onset	duration	trial_type
6.188477	0.0	MU_00
6.424805	0.0	MU_02
6.553711	0.0	MU_01
6.609863	0.0	MU_04
6.870117	0.0	MU_03
6.908691	0.0	MU_04
7.010254	0.0	MU_04
7.172852	0.0	MU_04
7.365723	0.0	MU_02
7.600098	0.0	MU_02
7.672852	0.0	MU_06
7.751465	0.0	MU_04
7.799316	0.0	MU_01
7.849121	0.0	MU_01
7.970703	0.0	MU_01
8.035645	0.0	MU_02
8.142578	0.0	MU_04
8.242676	0.0	MU_01
8.262207	0.0	MU_04
8.453613	0.0	MU_08
8.525879	0.0	MU_01
8.543457	0.0	MU_07
8.609375	0.0	MU_04
8.739746	0.0	MU_06
8.765137	0.0	MU_00
8.789551	0.0	MU_06
8.795898	0.0	MU_01
8.898438	0.0	MU_00
9.033691	0.0	MU_00
9.148926	0.0	MU_06
9.160645	0.0	MU_00
9.29541	0.0	MU_02
9.403809	0.0	MU_00
9.421387	0.0	MU_06
9.486328	0.0	MU_09
9.536133	0.0	MU_09
9.539551	0.0	MU_06
9.572754	0.0	MU_00
9.604492	0.0	MU_02
9.611816	0.0	MU_05
9.664551	0.0	MU_05
9.753906	0.0	MU_04
9.774902	0.0	MU_08
9.803711	0.0	MU_04
9.968262	0.0	MU_06
9.993164	0.0	MU_07
10.038086	0.0	MU_01
10.05127	0.0	MU_03
10.135254	0.0	MU_01
10.23584	0.0	MU_00
10.285645	0.0	MU_00
10.466797	0.0	MU_06
10.591309	0.0	MU_03
10.711426	0.0	MU_08
10.867676	0.0	MU_07
11.064453	0.0	MU_06
11.106445	0.0	MU_01
11.164551	0.0	MU_09
11.206543	0.0	MU_07
11.211426	0.0	MU_04
11.239258	0.0	MU_09
11.329102	0.0	MU_00
11.330566	0.0	MU_01
11.432617	0.0	MU_02
11.465332	0.0	MU_09
11.467773	0.0	MU_05
11.552734	0.0	MU_02
11.577148	0.0	MU_05
11.697266	0.0	MU_05
11.708984	0.0	MU_07
11.768066	0.0	MU_05
11.819336	0.0	MU_01
11.851562	0.0	MU_02
11.869141	0.0	MU_01
11.899414	0.0	MU_06
11.919434	0.0	MU_00
11.92627	0.0	MU_08
11.946289	0.0	MU_02
12.005371	0.0	MU_09
12.120117	0.0	MU_04
12.129883	0.0	MU_00
12.169922	0.0	MU_04
12.179688	0.0	MU_00
12.234375	0.0	MU_08
12.254883	0.0	MU_00
12.291016	0.0	MU_04
12.304688	0.0	MU_00
12.337402	0.0	MU_01
12.356934	0.0	MU_06
12.375	0.0	MU_09
12.473145	0.0	MU_08
12.476562	0.0	MU_07
12.592285	0.0	MU_00
12.638184	0.0	MU_09
12.757812	0.0	MU_01
12.898926	0.0	MU_06
12.990723	0.0	MU_05
13.034668	0.0	MU_06
13.042969	0.0	MU_04
13.171387	0.0	MU_01
13.189941	0.0	MU_00
13.234863	0.0	MU_01
13.341309	0.0	MU_03
13.368652	0.0	MU_06
13.475586	0.0	MU_09
13.560059	0.0	MU_03
13.803711	0.0	MU_01
13.824219	0.0	MU_08
13.901855	0.0	MU_07
13.902832	0.0	MU_03
14.017578	0.0	MU_05
14.055664	0.0	MU_06
14.070312	0.0	MU_03
14.084473	0.0	MU_09
14.136719	0.0	MU_09
14.15625	0.0	MU_03
14.178711	0.0	MU_04
14.186523	0.0	MU_09
14.21875	0.0	MU_05
14.25	0.0	MU_08
14.351562	0.0	MU_02
14.376465	0.0	MU_03
14.407227	0.0	MU_04
14.571289	0.0	MU_02
14.585938	0.0	MU_09
14.613281	0.0	MU_03
14.616699	0.0	MU_00
14.645996	0.0	MU_06
14.653809	0.0	MU_08
14.663574	0.0	MU_02
14.745117	0.0	MU_00
14.749512	0.0	MU_09
14.75293	0.0	MU_02
14.776367	0.0	MU_03
14.859863	0.0	MU_00
14.899902	0.0	MU_03
14.903809	0.0	MU_01
14.949707	0.0	MU_03
14.975586	0.0	MU_06
15.038574	0.0	MU_07
15.040039	0.0	MU_08
15.07373	0.0	MU_05
15.426758	0.0	MU_08
15.476074	0.0	MU_01
15.478516	0.0	MU_08
15.507324	0.0	MU_07
15.538574	0.0	MU_05
15.548828	0.0	MU_01
15.555176	0.0	MU_00
15.563477	0.0	MU_04
15.613281	0.0	MU_04
15.619629	0.0	MU_06
15.67334	0.0	MU_04
15.733398	0.0	MU_02
15.842773	0.0	MU_08
15.962891	0.0	MU_03
16.00293	0.0	MU_04
16.025391	0.0	MU_05
16.148438	0.0	MU_09
16.198242	0.0	MU_09
16.21875	0.0	MU_04
16.248047	0.0	MU_09
16.249023	0.0	MU_01
16.298828	0.0	MU_01
16.322266	0.0	MU_06
16.355469	0.0	MU_05
16.390625	0.0	MU_00
16.405273	0.0	MU_04
16.434082	0.0	MU_08
16.44043	0.0	MU_00
16.485352	0.0	MU_04
16.490234	0.0	MU_00
16.52002	0.0	MU_02
16.522949	0.0	MU_01
16.572754	0.0	MU_01
16.587891	0.0	MU_05
16.602051	0.0	MU_00
16.644531	0.0	MU_01
16.688965	0.0	MU_03
16.800781	0.0	MU_04
16.819336	0.0	MU_09
16.831543	0.0	MU_02
16.845215	0.0	MU_00
16.854004	0.0	MU_08
16.881348	0.0	MU_02
16.898926	0.0	MU_01
16.939941	0.0	MU_03
16.95459	0.0	MU_02
17.055176	0.0	MU_03
17.108887	0.0	MU_08
17.117676	0.0	MU_05
17.134277	0.0	MU_09
17.188965	0.0	MU_01
17.26709	0.0	MU_05
17.277832	0.0	MU_07
17.344238	0.0	MU_03
17.455566	0.0	MU_06
17.588379	0.0	MU_05
17.602539	0.0	MU_04
17.666016	0.0	MU_09
17.720703	0.0	MU_07
17.724121	0.0	MU_09
17.728027	0.0	MU_04
17.730469	0.0	MU_01
17.731934	0.0	MU_05
17.782715	0.0	MU_09
17.876953	0.0	MU_07
17.899902	0.0	MU_03
17.909668	0.0	MU_00
17.980469	0.0	MU_03
18.087891	0.0	MU_03
18.139648	0.0	MU_06
18.14502	0.0	MU_00
18.179199	0.0	MU_01
18.236816	0.0	MU_08
18.301758	0.0	MU_04
18.326172	0.0	MU_05
18.382324	0.0	MU_08
18.408203	0.0	MU_00
18.452148	0.0	MU_06
18.475586	0.0	MU_05
18.501953	0.0	MU_06
18.528809	0.0	MU_00
18.602051	0.0	MU_01
18.616211	0.0	MU_06
18.659668	0.0	MU_00
18.716797	0.0	MU_00
18.719238	0.0	MU_09
18.719727	0.0	MU_02
18.818359	0.0	MU_02
18.836914	0.0	MU_05
18.941406	0.0	MU_01
18.942383	0.0	MU_07
19.024414	0.0	MU_08
19.11377	0.0	MU_07
19.122559	0.0	MU_02
19.154785	0.0	MU_05
19.155762	0.0	MU_00
19.195312	0.0	MU_06
19.259766	0.0	MU_03
19.285156	0.0	MU_04
19.373535	0.0	MU_00
19.516113	0.0	MU_09
19.565918	0.0	MU_09
19.61377	0.0	MU_07
19.694824	0.0	MU_05
19.727051	0.0	MU_00
19.794434	0.0	MU_00
19.823242	0.0	MU_07
19.847656	0.0	MU_05
19.929688	0.0	MU_03
19.937988	0.0	MU_01
19.949219	0.0	MU_06
19.956543	0.0	MU_04
20.006348	0.0	MU_04
20.056152	0.0	MU_04
20.07959	0.0	MU_08
20.14209	0.0	MU_02
20.17627	0.0	MU_09
20.197266	0.0	MU_06
20.229004	0.0	MU_08
