onset	duration	trial_type
5.16748	0.0	MU_00
5.217285	0.0	MU_00
5.896973	0.0	MU_01
6.132324	0.0	MU_00
6.290039	0.0	MU_00
6.42041	0.0	MU_01
6.61377	0.0	MU_04
6.633789	0.0	MU_02
6.683594	0.0	MU_02
6.847656	0.0	MU_04
6.909668	0.0	MU_01
6.92041	0.0	MU_02
7.078613	0.0	MU_00
7.388184	0.0	MU_03
7.555664	0.0	MU_06
7.739258	0.0	MU_01
7.833984	0.0	MU_00
7.861816	0.0	MU_03
7.87793	0.0	MU_06
7.936035	0.0	MU_03
8.026367	0.0	MU_04
8.202148	0.0	MU_02
8.223633	0.0	MU_05
8.256836	0.0	MU_04
8.296387	0.0	MU_05
8.557129	0.0	MU_00
8.566895	0.0	MU_05
8.575684	0.0	MU_03
8.651855	0.0	MU_01
8.765137	0.0	MU_02
8.779297	0.0	MU_05
8.875488	0.0	MU_01
8.98291	0.0	MU_03
9.142578	0.0	MU_04
9.15918	0.0	MU_05
9.177246	0.0	MU_08
9.366211	0.0	MU_08
9.476562	0.0	MU_02
9.506348	0.0	MU_06
9.755371	0.0	MU_04
9.794434	0.0	MU_00
9.80127	0.0	MU_02
9.857422	0.0	MU_04
9.877441	0.0	MU_00
9.973633	0.0	MU_05
10.016113	0.0	MU_03
10.06543	0.0	MU_04
10.065918	0.0	MU_03
10.180664	0.0	MU_00
10.274902	0.0	MU_05
10.324707	0.0	MU_05
10.326172	0.0	MU_06
10.339355	0.0	MU_04
10.351562	0.0	MU_03
10.422363	0.0	MU_05
10.4375	0.0	MU_06
10.439453	0.0	MU_04
10.46875	0.0	MU_08
10.518555	0.0	MU_08
10.57373	0.0	MU_04
10.591309	0.0	MU_08
10.630371	0.0	MU_01
10.823242	0.0	MU_02
10.888184	0.0	MU_02
10.905762	0.0	MU_05
10.955566	0.0	MU_05
10.996094	0.0	MU_04
11.005371	0.0	MU_05
11.044922	0.0	MU_08
11.055176	0.0	MU_05
11.094727	0.0	MU_08
11.102539	0.0	MU_07
11.1875	0.0	MU_08
