onset	duration	trial_type
7.84375	0.0	MU_02
7.970215	0.0	MU_00
8.28418	0.0	MU_00
8.334473	0.0	MU_00
8.382812	0.0	MU_01
8.814453	0.0	MU_02
8.856934	0.0	MU_01
9.15625	0.0	MU_03
9.235352	0.0	MU_01
9.285156	0.0	MU_01
9.318848	0.0	MU_02
9.660156	0.0	MU_02
9.746094	0.0	MU_00
9.86084	0.0	MU_02
9.865234	0.0	MU_03
9.915039	0.0	MU_01
9.937012	0.0	MU_03
9.947266	0.0	MU_04
9.99707	0.0	MU_04
10.026367	0.0	MU_03
10.152344	0.0	MU_01
10.209961	0.0	MU_02
10.259766	0.0	MU_02
10.30957	0.0	MU_02
10.333984	0.0	MU_00
10.42334	0.0	MU_01
10.495605	0.0	MU_04
10.660156	0.0	MU_03
10.763672	0.0	MU_00
10.776367	0.0	MU_04
10.799316	0.0	MU_03
10.814453	0.0	MU_01
10.840332	0.0	MU_00
11.160645	0.0	MU_02
11.20166	0.0	MU_01
11.206055	0.0	MU_04
11.255859	0.0	MU_04
11.314453	0.0	MU_02
11.335938	0.0	MU_00
11.413574	0.0	MU_02
11.584961	0.0	MU_00
11.649414	0.0	MU_01
11.699219	0.0	MU_01
11.755859	0.0	MU_02
11.948242	0.0	MU_02
11.955566	0.0	MU_00
12.129395	0.0	MU_00
12.133789	0.0	MU_03
12.180176	0.0	MU_01
12.19043	0.0	MU_03
12.247559	0.0	MU_00
12.290039	0.0	MU_04
12.298828	0.0	MU_01
12.325684	0.0	MU_00
12.379395	0.0	MU_03
12.398926	0.0	MU_04
12.41748	0.0	MU_01
12.429199	0.0	MU_03
12.475098	0.0	MU_00
12.765137	0.0	MU_00
12.864746	0.0	MU_04
13.040527	0.0	MU_01
13.061035	0.0	MU_03
13.112793	0.0	MU_02
13.209473	0.0	MU_01
13.299805	0.0	MU_00
13.740234	0.0	MU_03
13.911133	0.0	MU_03
13.97998	0.0	MU_02
13.994141	0.0	MU_00
14.329102	0.0	MU_01
14.399902	0.0	MU_01
14.565918	0.0	MU_04
14.57666	0.0	MU_02
14.653809	0.0	MU_01
14.695801	0.0	MU_04
14.714844	0.0	MU_01
14.764648	0.0	MU_01
14.830566	0.0	MU_02
14.880371	0.0	MU_02
14.908691	0.0	MU_04
15.074707	0.0	MU_02
15.233398	0.0	MU_00
15.324707	0.0	MU_03
15.492188	0.0	MU_02
15.744629	0.0	MU_04
15.79834	0.0	MU_02
15.804199	0.0	MU_01
16.043457	0.0	MU_02
16.73291	0.0	MU_04
16.818359	0.0	MU_03
16.89502	0.0	MU_03
