onset	duration	trial_type
6.405273	0.0	MU_00
6.431641	0.0	MU_01
6.552246	0.0	MU_01
7.473145	0.0	MU_00
7.849121	0.0	MU_02
8.086426	0.0	MU_02
8.152344	0.0	MU_02
8.651367	0.0	MU_00
8.733887	0.0	MU_02
8.836914	0.0	MU_03
8.935059	0.0	MU_03
8.976074	0.0	MU_04
9.072754	0.0	MU_02
9.314453	0.0	MU_01
9.458496	0.0	MU_04
9.496094	0.0	MU_01
9.647949	0.0	MU_03
9.960449	0.0	MU_02
10.010254	0.0	MU_02
10.061523	0.0	MU_04
10.161621	0.0	MU_03
10.211426	0.0	MU_03
10.466309	0.0	MU_02
10.513184	0.0	MU_00
10.516113	0.0	MU_02
10.597656	0.0	MU_02
10.655762	0.0	MU_03
10.741211	0.0	MU_02
10.830566	0.0	MU_01
10.836426	0.0	MU_03
11.004395	0.0	MU_00
11.071777	0.0	MU_01
11.121582	0.0	MU_01
11.203613	0.0	MU_03
11.316406	0.0	MU_00
11.412109	0.0	MU_01
11.532227	0.0	MU_03
11.533691	0.0	MU_01
11.582031	0.0	MU_03
11.645996	0.0	MU_04
11.854004	0.0	MU_04
12.061523	0.0	MU_01
12.146973	0.0	MU_03
12.227539	0.0	MU_03
12.347168	0.0	MU_04
12.396973	0.0	MU_04
12.399414	0.0	MU_02
12.449219	0.0	MU_02
12.598145	0.0	MU_04
12.601074	0.0	MU_00
12.665039	0.0	MU_02
12.798828	0.0	MU_01
12.848633	0.0	MU_01
13.060059	0.0	MU_02
13.101562	0.0	MU_01
13.251465	0.0	MU_04
13.362793	0.0	MU_02
13.455078	0.0	MU_00
13.489746	0.0	MU_03
13.614746	0.0	MU_01
13.693848	0.0	MU_01
13.72168	0.0	MU_03
13.790039	0.0	MU_03
13.89209	0.0	MU_04
14.119629	0.0	MU_01
14.140625	0.0	MU_02
14.289062	0.0	MU_00
14.293457	0.0	MU_01
14.375488	0.0	MU_00
14.556641	0.0	MU_01
14.618164	0.0	MU_00
14.78418	0.0	MU_04
15.04834	0.0	MU_01
15.131836	0.0	MU_04
15.166016	0.0	MU_01
15.172363	0.0	MU_03
15.309082	0.0	MU_00
15.526367	0.0	MU_00
15.723633	0.0	MU_01
15.993652	0.0	MU_00
15.994629	0.0	MU_02
16.231445	0.0	MU_00
16.345703	0.0	MU_00
16.363281	0.0	MU_01
16.395508	0.0	MU_00
16.425293	0.0	MU_01
16.458496	0.0	MU_00
16.459961	0.0	MU_03
16.509766	0.0	MU_00
16.801758	0.0	MU_04
16.849609	0.0	MU_01
16.868652	0.0	MU_04
16.893066	0.0	MU_03
16.989746	0.0	MU_02
17.157227	0.0	MU_01
17.179688	0.0	MU_00
17.424316	0.0	MU_00
17.474121	0.0	MU_00
17.495117	0.0	MU_04
17.527832	0.0	MU_01
17.97168	0.0	MU_03
18.1875	0.0	MU_01
18.55127	0.0	MU_03
18.736328	0.0	MU_02
18.779785	0.0	MU_00
18.782227	0.0	MU_03
18.832031	0.0	MU_03
18.911621	0.0	MU_00
18.961426	0.0	MU_00
18.981934	0.0	MU_04
19.031738	0.0	MU_00
19.061035	0.0	MU_02
19.229492	0.0	MU_02
19.348633	0.0	MU_00
19.416016	0.0	MU_04
19.451172	0.0	MU_00
19.480957	0.0	MU_02
19.499023	0.0	MU_01
19.713379	0.0	MU_02
19.809082	0.0	MU_02
19.816895	0.0	MU_01
19.858887	0.0	MU_02
20.149414	0.0	MU_04
20.234863	0.0	MU_04
20.235352	0.0	MU_00
20.293945	0.0	MU_01
20.459473	0.0	MU_02
20.546875	0.0	MU_04
20.57373	0.0	MU_03
20.582031	0.0	MU_00
20.635254	0.0	MU_01
21.074707	0.0	MU_03
21.124512	0.0	MU_03
21.168945	0.0	MU_02
21.171875	0.0	MU_01
21.174316	0.0	MU_03
21.224121	0.0	MU_03
21.307617	0.0	MU_04
21.730957	0.0	MU_03
21.944336	0.0	MU_00
21.972656	0.0	MU_01
22.01416	0.0	MU_04
22.036133	0.0	MU_02
22.060059	0.0	MU_03
22.123535	0.0	MU_01
22.368164	0.0	MU_03
22.432617	0.0	MU_00
22.47998	0.0	MU_04
22.482422	0.0	MU_00
22.532227	0.0	MU_00
22.615234	0.0	MU_01
22.70166	0.0	MU_04
22.747559	0.0	MU_03
22.776855	0.0	MU_02
22.830078	0.0	MU_01
22.90332	0.0	MU_02
22.922363	0.0	MU_03
23.13916	0.0	MU_03
23.24707	0.0	MU_02
23.577637	0.0	MU_02
23.661621	0.0	MU_01
23.810059	0.0	MU_00
23.859863	0.0	MU_00
24.0	0.0	MU_02
24.069336	0.0	MU_04
24.176758	0.0	MU_03
24.226562	0.0	MU_03
24.314453	0.0	MU_00
24.344727	0.0	MU_04
24.860352	0.0	MU_00
24.875977	0.0	MU_01
25.115723	0.0	MU_04
25.15332	0.0	MU_02
25.21875	0.0	MU_01
25.361816	0.0	MU_02
25.414551	0.0	MU_01
25.5	0.0	MU_03
25.591309	0.0	MU_02
25.657715	0.0	MU_01
25.710449	0.0	MU_04
25.768066	0.0	MU_03
25.783203	0.0	MU_00
25.90918	0.0	MU_04
26.019531	0.0	MU_02
26.102051	0.0	MU_00
26.342773	0.0	MU_04
26.427734	0.0	MU_03
26.473633	0.0	MU_00
26.493652	0.0	MU_04
26.523438	0.0	MU_00
26.581543	0.0	MU_04
26.636719	0.0	MU_03
26.63916	0.0	MU_02
26.749512	0.0	MU_04
26.960449	0.0	MU_02
27.202637	0.0	MU_02
27.331543	0.0	MU_03
27.430664	0.0	MU_02
27.480469	0.0	MU_02
27.744629	0.0	MU_01
27.989258	0.0	MU_02
28.025879	0.0	MU_00
28.133301	0.0	MU_04
28.361328	0.0	MU_04
28.411133	0.0	MU_01
28.42041	0.0	MU_04
28.625488	0.0	MU_04
28.675293	0.0	MU_04
28.867188	0.0	MU_01
28.964844	0.0	MU_04
28.974121	0.0	MU_03
29.018555	0.0	MU_04
29.068359	0.0	MU_04
29.208984	0.0	MU_02
29.237305	0.0	MU_04
29.285156	0.0	MU_03
29.459473	0.0	MU_02
29.465332	0.0	MU_00
29.616211	0.0	MU_00
29.666016	0.0	MU_00
29.773438	0.0	MU_03
29.871582	0.0	MU_01
30.010254	0.0	MU_01
30.327148	0.0	MU_00
30.376953	0.0	MU_00
30.536621	0.0	MU_01
30.54834	0.0	MU_04
30.725586	0.0	MU_01
30.863281	0.0	MU_02
30.975586	0.0	MU_02
31.040039	0.0	MU_04
31.331055	0.0	MU_03
31.332031	0.0	MU_00
31.453125	0.0	MU_01
31.50293	0.0	MU_01
31.546387	0.0	MU_02
31.730957	0.0	MU_02
31.755859	0.0	MU_01
31.907715	0.0	MU_00
32.337402	0.0	MU_03
32.636719	0.0	MU_04
32.641602	0.0	MU_00
32.775879	0.0	MU_00
33.091797	0.0	MU_02
33.411621	0.0	MU_02
33.544434	0.0	MU_03
33.875488	0.0	MU_01
34.310547	0.0	MU_00
34.352539	0.0	MU_01
34.881348	0.0	MU_00
36.09082	0.0	MU_00
